CI_Name,CI_Cat,CI_Subcat,Incident_ID,Status,Impact,Urgency,Priority,Category,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,No_of_Related_Incidents,No_of_Related_Changes,Region,Network_Type,Incident Description,Was_Reopened
DTA000045,application,Desktop Application,IM0011190,Closed,NS,3,,incident,closed,0.0,06-11-2013 08:44,,12-11-2013 09:30,12-11-2013 09:30,"3,71",Software,1.0,,,EMEA,Fiber Network,impacting application services | Fiber Network vpn disruption affecting connectivity | telecom disruption identified | ongoing operational activity observed | awaiting operational confirmation,0
SBA000017,application,Server Based Application,IM0011191,Closed,4,4,4.0,incident,closed,0.0,06-11-2013 08:51,,06-11-2013 10:51,06-11-2013 10:51,"2,00,11,11,111",Software,1.0,,,APAC,Wireless Network,network degradation impacting enterprise traffic | Wireless Network traffic congestion affecting node performance | impacting application services | awaiting operational confirmation | ongoing operational activity observed,0
SUB000456,subapplication,Web Based Application,IM0011192,Closed,4,4,4.0,incident,closed,0.0,06-11-2013 09:09,,06-11-2013 09:52,06-11-2013 09:53,"0,725277778",Software,1.0,,,EMEA,Core Network,engineering review in progress | impacting subapplication services | network degradation impacting enterprise traffic | ongoing operational activity observed | Core Network traffic congestion affecting node performance,0
SUB000456,subapplication,Web Based Application,IM0011193,Closed,4,4,4.0,incident,closed,0.0,06-11-2013 09:13,,06-11-2013 09:38,06-11-2013 09:38,"0,413055556",Other,1.0,,,NAM,5G Network,5G Network packet loss affecting telecom traffic | telecom disruption identified | requires infrastructure verification | impacting subapplication services | network operations monitoring update,0
SBA000805,application,Server Based Application,IM0011194,Closed,3,3,3.0,incident,closed,1.0,06-11-2013 09:15,,06-11-2013 09:17,06-11-2013 09:17,"0,030833333",Operator error,1.0,,,APAC,Fiber Network,Fiber Network telecom outage impacting regional services | telecom ticket under investigation | impacting application services | request raised for outage escalation support | engineering review in progress,0
SBA000017,application,Server Based Application,IM0011195,Closed,3,3,3.0,incident,closed,0.0,06-11-2013 09:27,,,06-11-2013 09:29,"0,0425",User error,1.0,,,NAM,Core Network,telecom ticket under investigation | network degradation impacting enterprise traffic | further network analysis required | Core Network connectivity fluctuations under investigation | impacting application services,0
WBA000133,application,Web Based Application,IM0011196,Closed,4,4,4.0,incident,closed,0.0,06-11-2013 09:32,,06-11-2013 10:09,06-11-2013 10:09,"0,614722222",Other,1.0,,,APAC,Core Network,network operations monitoring update | monitoring ongoing service issue | Core Network telecom outage impacting regional services | impacting application services | network issue impacting operations,0
WBA000133,application,Web Based Application,IM0011197,Closed,4,4,4.0,incident,closed,0.0,06-11-2013 09:34,,06-11-2013 10:10,06-11-2013 10:10,"0,594444444",Other,1.0,,,EMEA,Fiber Network,ongoing operational activity observed | Fiber Network packet loss affecting telecom traffic | network degradation impacting enterprise traffic | impacting application services | ticket escalated to telecom support,0
APP000005,application,Citrix,IM0011198,Closed,4,4,4.0,incident,closed,0.0,06-11-2013 09:35,,06-11-2013 14:32,06-11-2013 14:34,"4,98,11,11,111",Software,1.0,,,LATAM,Core Network,awaiting operational confirmation | network operations monitoring update | impacting application services | Core Network intermittent wireless instability observed | service instability reported,0
WBA000058,application,Web Based Application,IM0011199,Closed,4,4,4.0,incident,closed,0.0,06-11-2013 09:35,,06-11-2013 10:03,06-11-2013 10:03,"0,461944444",Software,1.0,,1.0,APAC,Fiber Network,monitoring ongoing service issue | impacting application services | telecom ticket under investigation | Fiber Network packet loss affecting telecom traffic | request raised for outage escalation support,0
SBA000607,application,Server Based Application,IM0011200,Closed,4,4,4.0,incident,closed,3.0,06-11-2013 09:36,,08-11-2013 11:43,08-11-2013 11:43,"2,31,26,11,111",Other,1.0,,,EMEA,Core Network,Core Network vpn disruption affecting connectivity | telecom workflow activity detected | further network analysis required | impacting application services | active outage affecting telecom services,0
SBA000607,application,Server Based Application,IM0011201,Closed,5,5,5.0,request for information,closed,1.0,06-11-2013 09:37,,06-11-2013 13:55,06-11-2013 13:56,"4,31,22,22,222",Other,1.0,,,EMEA,5G Network,need clarification regarding service behavior | 5G Network traffic congestion affecting node performance | ongoing operational activity observed | impacting application services | monitoring ongoing service issue,0
WBA000133,application,Web Based Application,IM0011202,Closed,4,4,4.0,incident,closed,0.0,06-11-2013 09:37,,06-11-2013 10:10,06-11-2013 10:10,"0,553333333",Other,1.0,,,NAM,Core Network,telecom disruption identified | Core Network vpn disruption affecting connectivity | telecom ticket under investigation | impacting application services | monitoring ongoing service issue,0
WBA000133,application,Web Based Application,IM0011203,Closed,4,4,4.0,incident,closed,0.0,06-11-2013 09:40,,06-11-2013 10:11,06-11-2013 10:11,"0,513055556",Other,1.0,,,APAC,Mobile Core,Mobile Core routing instability detected in network | impacting application services | requesting update regarding ongoing issue | further network analysis required | telecom ticket under investigation,0
WBA000058,application,Web Based Application,IM0011204,Closed,4,4,4.0,incident,closed,0.0,06-11-2013 09:43,,06-11-2013 11:05,06-11-2013 11:05,"1,37,36,11,111",User error,1.0,,,LATAM,Core Network,telecom disruption identified | impacting application services | further network analysis required | telecom ticket under investigation | Core Network network slowdown affecting enterprise traffic,0
WBA000133,application,Web Based Application,IM0011205,Closed,4,4,4.0,incident,closed,0.0,06-11-2013 09:46,,06-11-2013 10:12,06-11-2013 10:12,"0,438611111",Other,1.0,,,APAC,Wireless Network,active outage affecting telecom services | impacting application services | further network analysis required | telecom workflow activity detected | Wireless Network packet loss affecting telecom traffic,0
SBA000607,application,Server Based Application,IM0011206,Closed,4,4,4.0,incident,closed,3.0,06-11-2013 09:48,06-11-2013 14:11,06-11-2013 16:19,06-11-2013 16:19,"6,14,88,88,889",Other,2.0,,,LATAM,Core Network,monitoring ongoing service issue | Core Network network slowdown affecting enterprise traffic | telecom workflow activity detected | urgent investigation required for telecom disruption | impacting application services,1
PRN000140,officeelectronics,Printer,IM0011207,Closed,4,4,4.0,incident,closed,0.0,06-11-2013 09:50,,,06-11-2013 10:38,"0,805277778",Software,1.0,,,EMEA,Mobile Core,awaiting operational confirmation | network operations monitoring update | request raised for outage escalation support | Mobile Core routing instability detected in network | impacting officeelectronics services,0
LAP001082,computer,Laptop,IM0011208,Closed,5,5,5.0,incident,closed,2.0,06-11-2013 09:57,,07-11-2013 16:17,07-11-2013 16:18,"1,64,22,22,222",Hardware,1.0,,,APAC,Mobile Core,Mobile Core traffic congestion affecting node performance | impacting computer services | telecom workflow activity detected | network issue impacting operations | requires infrastructure verification,0
SUB000545,subapplication,Web Based Application,IM0011209,Closed,5,5,5.0,incident,closed,2.0,06-11-2013 10:00,,11-11-2013 13:00,11-11-2013 13:00,"3,45,10,55,556",Other,1.0,,,APAC,Wireless Network,network operations monitoring update | awaiting operational confirmation | critical operational issue detected | impacting subapplication services | Wireless Network telecom outage impacting regional services,0
SBA000263,application,Server Based Application,IM0011210,Closed,5,5,5.0,request for information,closed,0.0,06-11-2013 07:36,,25-11-2013 12:23,25-11-2013 12:23,"0,272777778",Other,1.0,,,EMEA,Fiber Network,request raised for operational review | Fiber Network routing instability detected in network | engineering review in progress | ongoing operational activity observed | impacting application services,0
SBA000263,application,Server Based Application,IM0011211,Closed,5,5,5.0,request for information,closed,0.0,06-11-2013 07:55,,06-11-2013 08:05,06-11-2013 08:05,"0,1725",Other,1.0,,,EMEA,5G Network,impacting application services | ongoing operational activity observed | 5G Network intermittent wireless instability observed | seeking status update for telecom issue | engineering review in progress,0
SBA000773,application,Server Based Application,IM0011212,Closed,2,2,2.0,incident,closed,0.0,06-11-2013 07:55,,06-11-2013 10:46,06-11-2013 10:46,"2,84,61,11,111",Software,1.0,54.0,,APAC,Mobile Core,service instability reported | Mobile Core network latency impacting operations | telecom workflow activity detected | further network analysis required | impacting application services,0
PRN000140,officeelectronics,Printer,IM0011213,Closed,4,4,4.0,incident,closed,0.0,06-11-2013 08:11,,06-11-2013 08:20,06-11-2013 08:20,"0,143888889",Software,1.0,,,NAM,Mobile Core,network issue impacting operations | Mobile Core intermittent wireless instability observed | impacting officeelectronics services | requires infrastructure verification | ongoing operational activity observed,0
SBA000263,application,Server Based Application,IM0011214,Closed,5,5,5.0,request for information,closed,2.0,06-11-2013 08:18,,06-11-2013 08:43,06-11-2013 08:43,"0,425833333",Other,1.0,,,APAC,Wireless Network,clarification needed for ongoing connectivity issue | telecom ticket under investigation | Wireless Network network latency impacting operations | impacting application services | issue under telecom investigation,0
SBA000263,application,Server Based Application,IM0011215,Closed,5,5,5.0,request for information,closed,2.0,06-11-2013 08:20,07-11-2013 11:50,22-11-2013 07:56,22-11-2013 07:56,"1,68,50,27,778",Other,2.0,,,NAM,Fiber Network,clarification needed for ongoing connectivity issue | impacting application services | ticket escalated to telecom support | telecom ticket under investigation | Fiber Network telecom outage impacting regional services,1
SAP000005,application,SAP,IM0011216,Closed,5,5,5.0,request for information,closed,0.0,06-11-2013 08:38,,06-11-2013 08:39,06-11-2013 08:39,"0,018888889",Other,1.0,,,NAM,Fiber Network,telecom workflow activity detected | Fiber Network routing instability detected in network | impacting application services | network issue impacting operations | requires infrastructure verification,0
SBA000659,application,Server Based Application,IM0011217,Closed,4,4,4.0,incident,closed,0.0,06-11-2013 08:40,,06-11-2013 08:42,06-11-2013 08:43,"0,05",Software,1.0,,,APAC,Fiber Network,ongoing operational activity observed | issue under telecom investigation | impacting application services | telecom disruption identified | Fiber Network telecom outage impacting regional services,0
SBA000464,application,Server Based Application,IM0011218,Closed,4,4,4.0,incident,closed,0.0,06-11-2013 08:42,,06-11-2013 10:18,06-11-2013 10:18,"1,59,61,11,111",User error,1.0,,,EMEA,Wireless Network,monitoring ongoing service issue | Wireless Network vpn disruption affecting connectivity | network operations monitoring update | impacting application services | active outage affecting telecom services,0
SAP000005,application,SAP,IM0011219,Closed,5,5,5.0,request for information,closed,0.0,06-11-2013 08:45,,06-11-2013 08:47,06-11-2013 08:47,"0,031944444",Other,1.0,,,APAC,Fiber Network,impacting application services | issue under telecom investigation | clarification needed for ongoing connectivity issue | ongoing operational activity observed | Fiber Network service degradation impacting users,0
